entity_id,state,created
sensor.total_house_power,856.73,2020-04-15 21:11:45.926417
sensor.total_house_power,1326.65,2020-04-15 21:11:48.003962
sensor.total_house_power,1489.42,2020-04-15 21:11:49.003979
sensor.total_house_power,1190.88,2020-04-15 21:11:52.947398
sensor.total_house_power,943.26,2020-04-15 21:12:13.031158
sensor.total_house_power,1028.87,2020-04-15 21:12:15.004868
sensor.total_house_power,1475.42,2020-04-15 21:12:15.951997
sensor.total_house_power,1129.53,2020-04-15 21:12:20.006914
sensor.total_house_power,951.74,2020-04-15 21:12:33.008492
sensor.total_house_power,1382.07,2020-04-15 21:12:54.965094
sensor.total_house_power,1077.01,2020-04-15 21:12:59.003874
sensor.total_house_power,900.29,2020-04-15 21:13:14.115118
sensor.total_house_power,1278.62,2020-04-15 21:13:34.976458
sensor.total_house_power,1122.29,2020-04-15 21:13:40.036916
sensor.total_house_power,850.63,2020-04-15 21:13:42.003790
sensor.total_house_power,1370.82,2020-04-15 21:13:50.961956
sensor.total_house_power,1571.78,2020-04-15 21:13:56.956097
sensor.total_house_power,1094.86,2020-04-15 21:14:03.004265
sensor.total_house_power,1485.17,2020-04-15 21:14:14.003737
sensor.total_house_power,1240.44,2020-04-15 21:14:18.005354
sensor.total_house_power,1009.05,2020-04-15 21:14:19.003908
sensor.total_house_power,1347.04,2020-04-15 21:14:57.940783
sensor.total_house_power,1502.00,2020-04-15 21:14:59.005915
sensor.total_house_power,983.53,2020-04-15 21:15:03.003442
sensor.total_house_power,1105.85,2020-04-15 21:15:12.014119
sensor.total_house_power,1108.52,2020-04-15 21:15:19.014109
sensor.total_house_power,937.91,2020-04-15 21:15:23.016523
sensor.total_house_power,1344.04,2020-04-15 21:15:42.993865
sensor.total_house_power,1535.41,2020-04-15 21:15:46.007363
sensor.total_house_power,1064.44,2020-04-15 21:15:48.029019
sensor.total_house_power,1128.40,2020-04-15 21:15:53.025602
sensor.total_house_power,1126.19,2020-04-15 21:16:00.007563
sensor.total_house_power,908.87,2020-04-15 21:16:04.015809
sensor.total_house_power,867.03,2020-04-15 21:16:25.261785
sensor.total_house_power,1326.87,2020-04-15 21:16:31.050906
sensor.total_house_power,1235.76,2020-04-15 21:16:35.065988
sensor.total_house_power,998.18,2020-04-15 21:16:36.019242
sensor.total_house_power,913.68,2020-04-15 21:16:59.031597
sensor.total_house_power,872.02,2020-04-15 21:17:19.040899
sensor.total_house_power,1249.12,2020-04-15 21:17:23.979151
sensor.total_house_power,1479.99,2020-04-15 21:17:24.034492
sensor.total_house_power,1112.71,2020-04-15 21:17:28.031870
sensor.total_house_power,1150.85,2020-04-15 21:17:54.028416
sensor.total_house_power,1477.29,2020-04-15 21:17:55.030054
sensor.total_house_power,979.68,2020-04-15 21:18:07.071102
sensor.total_house_power,1336.99,2020-04-15 21:18:16.006314
sensor.total_house_power,1417.17,2020-04-15 21:18:19.039799
sensor.total_house_power,1006.73,2020-04-15 21:18:20.038529
sensor.total_house_power,1040.80,2020-04-15 21:18:35.204210
sensor.total_house_power,1178.73,2020-04-15 21:18:57.005955
sensor.total_house_power,1622.65,2020-04-15 21:19:09.202285
sensor.total_house_power,1571.83,2020-04-15 21:19:12.117651
sensor.total_house_power,1335.52,2020-04-15 21:19:14.010295
sensor.total_house_power,1047.48,2020-04-15 21:19:28.229864
sensor.total_house_power,1179.97,2020-04-15 21:19:51.014920
sensor.total_house_power,1560.47,2020-04-15 21:20:00.077325
sensor.total_house_power,1957.38,2020-04-15 21:20:05.105857
sensor.total_house_power,1748.21,2020-04-15 21:20:10.009385
sensor.total_house_power,1501.83,2020-04-15 21:20:10.107134
sensor.total_house_power,1411.46,2020-04-15 21:20:30.171548
sensor.total_house_power,1645.33,2020-04-15 21:20:45.109096
sensor.total_house_power,1668.92,2020-04-15 21:20:52.076515
sensor.total_house_power,1496.44,2020-04-15 21:20:56.106199
sensor.total_house_power,1887.94,2020-04-15 21:21:03.005707
sensor.total_house_power,1895.16,2020-04-15 21:21:06.192709
sensor.total_house_power,1560.88,2020-04-15 21:21:08.006912
sensor.total_house_power,1667.36,2020-04-15 21:21:13.006911
sensor.total_house_power,1491.32,2020-04-15 21:21:37.212561
sensor.total_house_power,1593.45,2020-04-15 21:21:59.192327
sensor.total_house_power,1856.14,2020-04-15 21:22:02.007084
sensor.total_house_power,2082.73,2020-04-15 21:22:03.008564
sensor.total_house_power,1808.00,2020-04-15 21:22:06.006563
sensor.total_house_power,1440.38,2020-04-15 21:22:07.006479
sensor.total_house_power,1923.90,2020-04-15 21:22:12.195315
sensor.total_house_power,1615.93,2020-04-15 21:22:13.176856
sensor.total_house_power,1545.93,2020-04-15 21:22:39.179716
sensor.total_house_power,1845.71,2020-04-15 21:22:51.363520
sensor.total_house_power,1677.36,2020-04-15 21:22:54.006023
sensor.total_house_power,1941.25,2020-04-15 21:23:00.205525
sensor.total_house_power,2290.94,2020-04-15 21:23:02.011872
sensor.total_house_power,1929.17,2020-04-15 21:23:06.007268
sensor.total_house_power,1761.92,2020-04-15 21:23:26.293081
sensor.total_house_power,1727.50,2020-04-15 21:23:54.332086
sensor.total_house_power,2286.62,2020-04-15 21:24:04.216461
sensor.total_house_power,2027.04,2020-04-15 21:24:08.007410
sensor.total_house_power,1670.32,2020-04-15 21:24:09.006462
sensor.total_house_power,1639.12,2020-04-15 21:24:41.217756
sensor.total_house_power,1870.13,2020-04-15 21:25:07.241445
sensor.total_house_power,2088.16,2020-04-15 21:25:09.005598
sensor.total_house_power,1679.24,2020-04-15 21:25:13.006189
sensor.total_house_power,1532.45,2020-04-15 21:25:29.324877
sensor.total_house_power,1640.99,2020-04-15 21:25:56.367692
sensor.total_house_power,2154.06,2020-04-15 21:26:16.242711
sensor.total_house_power,1802.97,2020-04-15 21:26:18.401590
sensor.total_house_power,1808.96,2020-04-15 21:26:39.257471
sensor.total_house_power,1552.16,2020-04-15 21:26:57.267861
sensor.total_house_power,1517.31,2020-04-15 21:27:04.239848
sensor.total_house_power,1681.44,2020-04-15 21:27:21.006085
sensor.total_house_power,2153.21,2020-04-15 21:27:21.233786
sensor.total_house_power,1408.45,2020-04-15 21:27:25.414128
sensor.total_house_power,1414.39,2020-04-15 21:27:38.270765
sensor.total_house_power,1603.17,2020-04-15 21:27:46.235664
sensor.total_house_power,1509.11,2020-04-15 21:28:06.005789
sensor.total_house_power,1494.21,2020-04-15 21:28:25.304469
sensor.total_house_power,1833.06,2020-04-15 21:28:32.233343
sensor.total_house_power,1824.58,2020-04-15 21:28:37.003304
sensor.total_house_power,1555.92,2020-04-15 21:28:38.006363
sensor.total_house_power,1408.04,2020-04-15 21:28:53.338073
sensor.total_house_power,1593.21,2020-04-15 21:29:08.273967
sensor.total_house_power,1432.94,2020-04-15 21:29:13.314348
sensor.total_house_power,1065.11,2020-04-15 21:29:27.279835
sensor.total_house_power,1296.83,2020-04-15 21:29:29.460905
sensor.total_house_power,1181.24,2020-04-15 21:29:40.405593
sensor.total_house_power,1508.11,2020-04-15 21:29:43.290011
sensor.total_house_power,1729.71,2020-04-15 21:29:45.006673
sensor.total_house_power,1447.19,2020-04-15 21:29:48.006425
sensor.total_house_power,1219.15,2020-04-15 21:29:49.005873
sensor.total_house_power,986.02,2020-04-15 21:30:21.311703
sensor.total_house_power,1165.83,2020-04-15 21:30:50.350700
sensor.total_house_power,1360.35,2020-04-15 21:30:56.008165
sensor.total_house_power,1054.05,2020-04-15 21:31:00.004388
sensor.total_house_power,1133.69,2020-04-15 21:31:11.306704
sensor.total_house_power,959.80,2020-04-15 21:31:16.006377
sensor.total_house_power,1152.35,2020-04-15 21:31:24.319982
sensor.total_house_power,1162.31,2020-04-15 21:31:32.008805
sensor.total_house_power,933.37,2020-04-15 21:31:56.362588
sensor.total_house_power,1226.38,2020-04-15 21:32:11.365535
sensor.total_house_power,1535.79,2020-04-15 21:32:13.004651
sensor.total_house_power,1313.64,2020-04-15 21:32:16.008600
sensor.total_house_power,1127.83,2020-04-15 21:32:32.341634
sensor.total_house_power,1474.30,2020-04-15 21:33:00.362829
sensor.total_house_power,1323.31,2020-04-15 21:33:02.007010
sensor.total_house_power,1298.51,2020-04-15 21:33:14.007053
sensor.total_house_power,1164.91,2020-04-15 21:33:25.006028
sensor.total_house_power,1371.47,2020-04-15 21:33:30.376477
sensor.total_house_power,1739.68,2020-04-15 21:33:32.007138
sensor.total_house_power,1192.76,2020-04-15 21:33:35.345225
sensor.total_house_power,1303.43,2020-04-15 21:33:55.009699
sensor.total_house_power,1309.83,2020-04-15 21:34:14.403037
sensor.total_house_power,2082.89,2020-04-15 21:34:28.372365
sensor.total_house_power,1501.17,2020-04-15 21:34:30.006743
sensor.total_house_power,1302.13,2020-04-15 21:34:40.006978
sensor.total_house_power,1729.18,2020-04-15 21:34:50.008596
sensor.total_house_power,1481.25,2020-04-15 21:34:53.327626
sensor.total_house_power,1079.33,2020-04-15 21:35:07.371091
sensor.total_house_power,1296.63,2020-04-15 21:35:16.006142
sensor.total_house_power,1082.11,2020-04-15 21:35:27.442307
sensor.total_house_power,1227.96,2020-04-15 21:35:43.006891
sensor.total_house_power,1116.22,2020-04-15 21:36:07.283875
sensor.total_house_power,1564.28,2020-04-15 21:36:13.006188
sensor.total_house_power,1317.01,2020-04-15 21:36:43.301693
sensor.total_house_power,1077.58,2020-04-15 21:37:08.269536
sensor.total_house_power,1542.77,2020-04-15 21:37:26.270453
sensor.total_house_power,2026.92,2020-04-15 21:37:27.306386
sensor.total_house_power,1656.64,2020-04-15 21:37:29.004874
sensor.total_house_power,1808.85,2020-04-15 21:37:34.355419
sensor.total_house_power,2118.84,2020-04-15 21:37:36.006033
sensor.total_house_power,1607.21,2020-04-15 21:37:40.006125
sensor.total_house_power,1473.05,2020-04-15 21:37:49.316459
sensor.total_house_power,1437.68,2020-04-15 21:38:10.303138
sensor.total_house_power,1664.88,2020-04-15 21:38:19.004807
sensor.total_house_power,1527.64,2020-04-15 21:38:29.366876
sensor.total_house_power,1673.06,2020-04-15 21:38:46.006291
sensor.total_house_power,1870.73,2020-04-15 21:38:56.305089
sensor.total_house_power,1875.52,2020-04-15 21:39:01.016236
sensor.total_house_power,1566.14,2020-04-15 21:39:02.005066
sensor.total_house_power,1661.24,2020-04-15 21:39:33.362113
sensor.total_house_power,1414.77,2020-04-15 21:39:46.004012
sensor.total_house_power,1663.99,2020-04-15 21:40:00.401292
sensor.total_house_power,1866.66,2020-04-15 21:40:19.402327
sensor.total_house_power,2085.47,2020-04-15 21:40:21.005527
sensor.total_house_power,1565.23,2020-04-15 21:40:24.011923
sensor.total_house_power,1595.47,2020-04-15 21:41:08.410615
sensor.total_house_power,1466.24,2020-04-15 21:41:14.006317
sensor.total_house_power,1647.78,2020-04-15 21:41:29.427626
sensor.total_house_power,1723.25,2020-04-15 21:41:43.414266
sensor.total_house_power,1902.06,2020-04-15 21:41:45.017045
sensor.total_house_power,1554.79,2020-04-15 21:41:48.455920
sensor.total_house_power,1484.86,2020-04-15 21:42:09.007469
sensor.total_house_power,1646.20,2020-04-15 21:42:43.409135
sensor.total_house_power,1678.18,2020-04-15 21:42:51.010084
sensor.total_house_power,1712.25,2020-04-15 21:43:11.471858
sensor.total_house_power,1901.80,2020-04-15 21:43:13.003586
sensor.total_house_power,2073.22,2020-04-15 21:43:14.005622
sensor.total_house_power,1712.10,2020-04-15 21:43:17.005609
sensor.total_house_power,1610.21,2020-04-15 21:43:24.461779
sensor.total_house_power,1439.84,2020-04-15 21:43:43.461256
sensor.total_house_power,1445.96,2020-04-15 21:43:51.007171
sensor.total_house_power,1636.11,2020-04-15 21:44:05.494471
sensor.total_house_power,1502.76,2020-04-15 21:44:17.537022
sensor.total_house_power,2112.22,2020-04-15 21:44:36.527761
sensor.total_house_power,1636.42,2020-04-15 21:44:41.005158
sensor.total_house_power,2002.29,2020-04-15 21:45:31.569392
sensor.total_house_power,1653.24,2020-04-15 21:45:33.006341
sensor.total_house_power,1653.54,2020-04-15 21:45:45.587606
sensor.total_house_power,2160.67,2020-04-15 21:46:06.534154
sensor.total_house_power,1726.07,2020-04-15 21:46:10.557067
sensor.total_house_power,1650.43,2020-04-15 21:46:26.601956
sensor.total_house_power,1758.76,2020-04-15 21:47:08.552615
sensor.total_house_power,1769.15,2020-04-15 21:47:33.569466
sensor.total_house_power,1939.71,2020-04-15 21:47:36.010336
sensor.total_house_power,1919.09,2020-04-15 21:47:37.563052
sensor.total_house_power,1725.33,2020-04-15 21:47:39.004824
sensor.total_house_power,1526.41,2020-04-15 21:47:42.005309
sensor.total_house_power,1687.80,2020-04-15 21:47:50.005856
sensor.total_house_power,1481.45,2020-04-15 21:48:42.583182
sensor.total_house_power,1976.37,2020-04-15 21:49:04.570555
sensor.total_house_power,1742.27,2020-04-15 21:49:08.659164
sensor.total_house_power,1563.08,2020-04-15 21:49:50.559609
sensor.total_house_power,1766.81,2020-04-15 21:50:07.005825
sensor.total_house_power,1967.37,2020-04-15 21:50:10.605396
sensor.total_house_power,2371.70,2020-04-15 21:50:11.563968
sensor.total_house_power,1810.42,2020-04-15 21:50:13.042822
sensor.total_house_power,2000.28,2020-04-15 21:50:14.004105
sensor.total_house_power,1778.92,2020-04-15 21:50:16.003403
sensor.total_house_power,1789.31,2020-04-15 21:50:20.006811
sensor.total_house_power,1788.66,2020-04-15 21:50:27.006305
sensor.total_house_power,1943.17,2020-04-15 21:50:31.585426
sensor.total_house_power,1693.65,2020-04-15 21:50:36.006679
sensor.total_house_power,1567.57,2020-04-15 21:50:51.609154
sensor.total_house_power,1770.97,2020-04-15 21:51:27.715802
sensor.total_house_power,1360.85,2020-04-15 21:51:57.614841
sensor.total_house_power,1206.93,2020-04-15 21:51:59.008486
sensor.total_house_power,1641.16,2020-04-15 21:52:02.007983
sensor.total_house_power,1293.94,2020-04-15 21:52:06.007167
sensor.total_house_power,1060.03,2020-04-15 21:52:07.007137
sensor.total_house_power,1286.34,2020-04-15 21:52:22.004336
sensor.total_house_power,1299.52,2020-04-15 21:52:28.640313
sensor.total_house_power,1236.69,2020-04-15 21:52:48.663910
sensor.total_house_power,1294.25,2020-04-15 21:53:09.657721
sensor.total_house_power,1514.88,2020-04-15 21:53:33.685850
sensor.total_house_power,1186.39,2020-04-15 21:53:39.007357
sensor.total_house_power,1304.04,2020-04-15 21:53:51.005667
sensor.total_house_power,1232.55,2020-04-15 21:54:10.701969
sensor.total_house_power,1151.90,2020-04-15 21:54:29.706885
sensor.total_house_power,1308.87,2020-04-15 21:54:58.758824
sensor.total_house_power,1401.70,2020-04-15 21:55:04.801444
sensor.total_house_power,1656.69,2020-04-15 21:55:06.005426
sensor.total_house_power,1373.27,2020-04-15 21:55:08.724453
sensor.total_house_power,1055.99,2020-04-15 21:55:10.006766
sensor.total_house_power,1257.26,2020-04-15 21:55:24.583250
sensor.total_house_power,1296.35,2020-04-15 21:55:32.012203
sensor.total_house_power,1317.08,2020-04-15 21:55:52.619456
sensor.total_house_power,1296.33,2020-04-15 21:56:19.607804
sensor.total_house_power,1618.76,2020-04-15 21:56:37.664589
sensor.total_house_power,1236.99,2020-04-15 21:56:42.006496
sensor.total_house_power,1070.24,2020-04-15 21:56:58.607050
sensor.total_house_power,1157.31,2020-04-15 21:57:45.668095
sensor.total_house_power,1289.72,2020-04-15 21:57:54.624148
sensor.total_house_power,1457.87,2020-04-15 21:58:10.007118
sensor.total_house_power,1732.91,2020-04-15 21:58:11.006644
sensor.total_house_power,1324.73,2020-04-15 21:58:14.004666
sensor.total_house_power,1163.74,2020-04-15 21:58:15.005923
sensor.total_house_power,1221.49,2020-04-15 21:58:27.660714
sensor.total_house_power,1457.97,2020-04-15 21:58:53.661981
sensor.total_house_power,1205.43,2020-04-15 21:58:54.722651
sensor.total_house_power,1269.88,2020-04-15 21:59:01.004225
sensor.total_house_power,1358.26,2020-04-15 21:59:09.008330
sensor.total_house_power,1218.07,2020-04-15 21:59:20.636756
sensor.total_house_power,1741.38,2020-04-15 21:59:45.656211
sensor.total_house_power,1419.85,2020-04-15 21:59:50.005885
sensor.total_house_power,1354.34,2020-04-15 22:00:09.652690
sensor.total_house_power,1174.88,2020-04-15 22:00:42.666915
sensor.total_house_power,1514.16,2020-04-15 22:01:18.683184
sensor.total_house_power,1776.82,2020-04-15 22:01:20.006522
sensor.total_house_power,1284.71,2020-04-15 22:01:23.005869
sensor.total_house_power,1045.89,2020-04-15 22:01:24.003725
sensor.total_house_power,1215.86,2020-04-15 22:01:32.008241
sensor.total_house_power,1079.22,2020-04-15 22:01:37.005879
sensor.total_house_power,1036.89,2020-04-15 22:01:57.691698
sensor.total_house_power,1300.08,2020-04-15 22:02:06.005264
sensor.total_house_power,1278.18,2020-04-15 22:02:32.704219
sensor.total_house_power,1604.18,2020-04-15 22:02:52.705497
sensor.total_house_power,1784.00,2020-04-15 22:02:54.005060
sensor.total_house_power,1487.61,2020-04-15 22:02:56.008104
sensor.total_house_power,1097.47,2020-04-15 22:03:05.007723
sensor.total_house_power,1273.89,2020-04-15 22:03:20.745671
sensor.total_house_power,1088.41,2020-04-15 22:03:59.835440
sensor.total_house_power,1464.24,2020-04-15 22:04:27.742456
sensor.total_house_power,1694.22,2020-04-15 22:04:29.005256
sensor.total_house_power,1355.22,2020-04-15 22:04:32.003606
sensor.total_house_power,1305.05,2020-04-15 22:04:55.780754
sensor.total_house_power,1165.72,2020-04-15 22:05:06.768391
sensor.total_house_power,1038.64,2020-04-15 22:05:35.006959
sensor.total_house_power,1481.67,2020-04-15 22:06:03.721887
sensor.total_house_power,1417.64,2020-04-15 22:06:07.777694
sensor.total_house_power,1174.84,2020-04-15 22:06:09.006626
sensor.total_house_power,1202.14,2020-04-15 22:06:17.007626
sensor.total_house_power,1070.16,2020-04-15 22:06:29.008751
sensor.total_house_power,1280.52,2020-04-15 22:06:44.696719
sensor.total_house_power,1025.09,2020-04-15 22:07:09.720286
sensor.total_house_power,1767.43,2020-04-15 22:07:35.725724
sensor.total_house_power,1585.76,2020-04-15 22:07:36.764219
sensor.total_house_power,1242.85,2020-04-15 22:07:39.005459
sensor.total_house_power,1218.28,2020-04-15 22:07:45.158936
sensor.total_house_power,1073.26,2020-04-15 22:08:17.745920
sensor.total_house_power,1195.46,2020-04-15 22:08:32.787275
sensor.total_house_power,832.33,2020-04-15 22:08:35.007933
sensor.total_house_power,735.38,2020-04-15 22:08:37.009114
sensor.total_house_power,832.78,2020-04-15 22:08:51.555808
sensor.total_house_power,1035.82,2020-04-15 22:09:10.005679
sensor.total_house_power,1062.21,2020-04-15 22:09:14.003550
sensor.total_house_power,867.92,2020-04-15 22:09:15.006411
sensor.total_house_power,646.29,2020-04-15 22:09:24.667594
sensor.total_house_power,604.04,2020-04-15 22:09:45.006899
sensor.total_house_power,691.69,2020-04-15 22:10:11.598618
sensor.total_house_power,820.63,2020-04-15 22:10:20.034181
sensor.total_house_power,653.64,2020-04-15 22:10:23.006971
sensor.total_house_power,989.73,2020-04-15 22:10:46.575220
sensor.total_house_power,914.76,2020-04-15 22:10:50.005260
sensor.total_house_power,720.46,2020-04-15 22:10:51.013647
sensor.total_house_power,504.06,2020-04-15 22:10:53.006730
sensor.total_house_power,682.87,2020-04-15 22:11:33.586464
sensor.total_house_power,1259.75,2020-04-15 22:12:05.623758
sensor.total_house_power,1578.78,2020-04-15 22:12:19.004926
sensor.total_house_power,1423.05,2020-04-15 22:12:20.005415
sensor.total_house_power,1731.79,2020-04-15 22:12:23.017137
sensor.total_house_power,1430.42,2020-04-15 22:12:24.693849
sensor.total_house_power,1276.14,2020-04-15 22:12:25.678411
sensor.total_house_power,1345.38,2020-04-15 22:13:23.742826
sensor.total_house_power,1162.66,2020-04-15 22:13:35.006331
sensor.total_house_power,1373.62,2020-04-15 22:13:43.005682
sensor.total_house_power,1633.62,2020-04-15 22:13:55.441189
sensor.total_house_power,1796.00,2020-04-15 22:13:56.466522
sensor.total_house_power,1517.68,2020-04-15 22:13:58.007544
sensor.total_house_power,1257.37,2020-04-15 22:14:02.005710
sensor.total_house_power,1185.14,2020-04-15 22:14:09.005201
sensor.total_house_power,1265.10,2020-04-15 22:14:23.395418
sensor.total_house_power,1061.88,2020-04-15 22:14:43.005351
sensor.total_house_power,1231.31,2020-04-15 22:14:50.527556
sensor.total_house_power,1079.01,2020-04-15 22:15:16.005249
sensor.total_house_power,1515.83,2020-04-15 22:15:20.441772
sensor.total_house_power,1022.79,2020-04-15 22:15:36.468009
sensor.total_house_power,1164.73,2020-04-15 22:15:58.461937
sensor.total_house_power,1174.07,2020-04-15 22:16:19.006197
sensor.total_house_power,1070.13,2020-04-15 22:16:51.449469
sensor.total_house_power,1527.23,2020-04-15 22:16:57.005941
sensor.total_house_power,1738.36,2020-04-15 22:17:00.004896
sensor.total_house_power,1323.36,2020-04-15 22:17:01.081883
sensor.total_house_power,1188.93,2020-04-15 22:17:24.465992
sensor.total_house_power,1324.23,2020-04-15 22:17:40.416889
sensor.total_house_power,1085.48,2020-04-15 22:17:52.497767
sensor.total_house_power,1202.50,2020-04-15 22:18:12.005078
sensor.total_house_power,1023.72,2020-04-15 22:18:13.005958
sensor.total_house_power,1067.20,2020-04-15 22:18:19.482744
sensor.total_house_power,1454.31,2020-04-15 22:18:32.483186
sensor.total_house_power,1239.58,2020-04-15 22:18:37.010020
sensor.total_house_power,1077.80,2020-04-15 22:18:40.014031
sensor.total_house_power,986.44,2020-04-15 22:19:07.466253
sensor.total_house_power,1138.34,2020-04-15 22:19:34.501344
sensor.total_house_power,1129.97,2020-04-15 22:19:54.525177
sensor.total_house_power,1654.90,2020-04-15 22:20:09.504866
sensor.total_house_power,1220.53,2020-04-15 22:20:13.006942
sensor.total_house_power,976.40,2020-04-15 22:20:26.554239
sensor.total_house_power,776.63,2020-04-15 22:20:28.006428
sensor.total_house_power,878.77,2020-04-15 22:20:38.003768
sensor.total_house_power,907.94,2020-04-15 22:20:45.004797
sensor.total_house_power,741.04,2020-04-15 22:20:49.006444
sensor.total_house_power,894.99,2020-04-15 22:20:58.004452
sensor.total_house_power,675.29,2020-04-15 22:21:09.488724
sensor.total_house_power,591.53,2020-04-15 22:21:17.005012
sensor.total_house_power,811.17,2020-04-15 22:21:32.008737
sensor.total_house_power,986.40,2020-04-15 22:21:37.006001
sensor.total_house_power,884.34,2020-04-15 22:21:41.022491
sensor.total_house_power,731.04,2020-04-15 22:21:46.006285
sensor.total_house_power,588.50,2020-04-15 22:21:57.635573
sensor.total_house_power,757.36,2020-04-15 22:22:06.006774
sensor.total_house_power,1017.41,2020-04-15 22:22:22.619643
sensor.total_house_power,1395.24,2020-04-15 22:22:24.004701
sensor.total_house_power,738.12,2020-04-15 22:22:26.005632
sensor.total_house_power,897.10,2020-04-15 22:23:01.029312
sensor.total_house_power,915.63,2020-04-15 22:23:10.006372
sensor.total_house_power,1127.42,2020-04-15 22:23:11.007856
sensor.total_house_power,1355.11,2020-04-15 22:23:11.672549
sensor.total_house_power,1105.09,2020-04-15 22:23:13.028242
sensor.total_house_power,916.82,2020-04-15 22:23:15.012231
sensor.total_house_power,671.15,2020-04-15 22:23:46.651424
sensor.total_house_power,685.32,2020-04-15 22:24:06.675491
sensor.total_house_power,824.46,2020-04-15 22:24:21.666821
sensor.total_house_power,1138.60,2020-04-15 22:24:45.005932
sensor.total_house_power,800.77,2020-04-15 22:24:49.004234
sensor.total_house_power,840.21,2020-04-15 22:25:02.675688
sensor.total_house_power,878.60,2020-04-15 22:25:23.762185
sensor.total_house_power,864.61,2020-04-15 22:25:31.005401
sensor.total_house_power,1222.39,2020-04-15 22:25:51.691759
sensor.total_house_power,989.68,2020-04-15 22:25:53.005538
sensor.total_house_power,774.32,2020-04-15 22:25:56.007629
sensor.total_house_power,1015.20,2020-04-15 22:26:05.006886
sensor.total_house_power,797.37,2020-04-15 22:26:16.005691
sensor.total_house_power,1114.87,2020-04-15 22:26:23.673145
sensor.total_house_power,1473.97,2020-04-15 22:26:24.744625
sensor.total_house_power,1183.81,2020-04-15 22:26:28.005251
sensor.total_house_power,1008.74,2020-04-15 22:27:32.732900
sensor.total_house_power,1017.12,2020-04-15 22:27:39.692522
sensor.total_house_power,901.87,2020-04-15 22:27:53.006823
sensor.total_house_power,1173.61,2020-04-15 22:28:00.010682
sensor.total_house_power,1380.09,2020-04-15 22:28:01.009840
sensor.total_house_power,644.49,2020-04-15 22:28:05.006439
sensor.total_house_power,647.61,2020-04-15 22:28:12.007952
sensor.total_house_power,902.58,2020-04-15 22:28:26.681466
sensor.total_house_power,918.52,2020-04-15 22:28:33.705686
sensor.total_house_power,822.12,2020-04-15 22:28:54.013976
sensor.total_house_power,626.43,2020-04-15 22:29:05.722378
sensor.total_house_power,816.48,2020-04-15 22:29:21.004667
sensor.total_house_power,765.42,2020-04-15 22:29:28.005457
sensor.total_house_power,1138.81,2020-04-15 22:29:40.781254
sensor.total_house_power,970.98,2020-04-15 22:29:44.004291
sensor.total_house_power,750.40,2020-04-15 22:29:45.005428
sensor.total_house_power,865.08,2020-04-15 22:30:15.707837
sensor.total_house_power,711.52,2020-04-15 22:30:27.013161
sensor.total_house_power,872.89,2020-04-15 22:30:42.741177
sensor.total_house_power,612.05,2020-04-15 22:31:01.755414
sensor.total_house_power,1225.79,2020-04-15 22:31:20.007964
sensor.total_house_power,1072.83,2020-04-15 22:31:22.734405
sensor.total_house_power,756.08,2020-04-15 22:31:24.005488
sensor.total_house_power,812.96,2020-04-15 22:31:37.006189
sensor.total_house_power,653.70,2020-04-15 22:32:09.798355
sensor.total_house_power,623.18,2020-04-15 22:32:30.007190
sensor.total_house_power,1219.64,2020-04-15 22:33:01.770539
sensor.total_house_power,1100.36,2020-04-15 22:33:04.005139
sensor.total_house_power,930.13,2020-04-15 22:33:06.006238
sensor.total_house_power,750.65,2020-04-15 22:33:07.006578
sensor.total_house_power,843.51,2020-04-15 22:33:40.006093
sensor.total_house_power,703.14,2020-04-15 22:33:50.830419
sensor.total_house_power,631.75,2020-04-15 22:34:19.287386
sensor.total_house_power,850.25,2020-04-15 22:34:25.556140
sensor.total_house_power,908.85,2020-04-15 22:34:40.660484
sensor.total_house_power,1275.76,2020-04-15 22:34:42.005626
sensor.total_house_power,1069.36,2020-04-15 22:34:45.006077
sensor.total_house_power,723.00,2020-04-15 22:34:46.006027
sensor.total_house_power,874.22,2020-04-15 22:35:13.566368
sensor.total_house_power,868.95,2020-04-15 22:35:26.717003
sensor.total_house_power,637.88,2020-04-15 22:35:39.005773
sensor.total_house_power,664.88,2020-04-15 22:36:12.648113
sensor.total_house_power,1095.65,2020-04-15 22:36:15.012917
sensor.total_house_power,1254.16,2020-04-15 22:36:16.008504
sensor.total_house_power,819.05,2020-04-15 22:36:19.007381
sensor.total_house_power,625.37,2020-04-15 22:36:19.617674
sensor.total_house_power,740.71,2020-04-15 22:36:26.007787
sensor.total_house_power,915.53,2020-04-15 22:37:35.617598
sensor.total_house_power,885.18,2020-04-15 22:37:43.006767
sensor.total_house_power,886.61,2020-04-15 22:37:49.005519
sensor.total_house_power,1215.90,2020-04-15 22:37:50.006562
sensor.total_house_power,761.80,2020-04-15 22:37:54.004242
sensor.total_house_power,672.32,2020-04-15 22:38:41.575254
sensor.total_house_power,868.31,2020-04-15 22:39:17.597738
sensor.total_house_power,898.36,2020-04-15 22:39:24.599948
sensor.total_house_power,1223.29,2020-04-15 22:39:26.007810
sensor.total_house_power,661.99,2020-04-15 22:39:30.004309
sensor.total_house_power,1251.64,2020-04-15 22:39:39.005720
sensor.total_house_power,903.07,2020-04-15 22:39:40.005942
sensor.total_house_power,741.96,2020-04-15 22:39:56.595184
sensor.total_house_power,927.18,2020-04-15 22:40:05.007321
sensor.total_house_power,722.12,2020-04-15 22:40:37.629740
